question,answer
What is 19 minus 71?,-52
What is 88 minus 1?,87
What is 58 minus 94?,-36
What is 10 minus 42?,-32
What is 94 minus 5?,89
What is 69 minus 35?,34
What is 17 minus 30?,-13
What is 97 minus 61?,36
What is 45 minus 78?,-33
What is 36 minus 86?,-50
What is 45 minus 75?,-30
What is 81 minus 79?,2
What is 16 minus 91?,-75
What is 39 minus 49?,-10
What is 95 minus 53?,42
What is 83 minus 10?,73
What is 0 minus 76?,-76
What is 24 minus 89?,-65
What is 42 minus 20?,22
What is 30 minus 28?,2
What is 81 minus 57?,24
What is 48 minus 90?,-42
What is 86 minus 72?,14
What is 53 minus 4?,49
What is 51 minus 89?,-38
What is 72 minus 53?,19
What is 98 minus 84?,14
What is 90 minus 5?,85
What is 21 minus 57?,-36
What is 8 minus 33?,-25
What is 89 minus 20?,69
What is 57 minus 67?,-10
What is 62 minus 71?,-9
What is 77 minus 96?,-19
What is 0 minus 4?,-4
What is 63 minus 41?,22
What is 39 minus 59?,-20
What is 6 minus 53?,-47
What is 24 minus 70?,-46
What is 81 minus 10?,71
What is 92 minus 16?,76
What is 1 minus 51?,-50
What is 86 minus 53?,33
What is 40 minus 0?,40
What is 27 minus 1?,26
What is 91 minus 96?,-5
What is 0 minus 86?,-86
What is 67 minus 78?,-11
What is 12 minus 24?,-12
What is 15 minus 77?,-62
What is 83 minus 25?,58
What is 38 minus 35?,3
What is 88 minus 23?,65
What is 12 minus 60?,-48
What is 50 minus 80?,-30
What is 10 minus 2?,8
What is 35 minus 57?,-22
What is 14 minus 32?,-18
What is 17 minus 83?,-66
What is 66 minus 83?,-17
What is 82 minus 44?,38
What is 14 minus 19?,-5
What is 35 minus 2?,33
What is 5 minus 5?,0
What is 26 minus 87?,-61
What is 33 minus 71?,-38
What is 40 minus 46?,-6
What is 72 minus 5?,67
What is 95 minus 89?,6
What is 77 minus 83?,-6
What is 63 minus 91?,-28
What is 82 minus 58?,24
What is 81 minus 55?,26
What is 47 minus 68?,-21
What is 22 minus 26?,-4
What is 48 minus 75?,-27
What is 37 minus 1?,36
What is 17 minus 19?,-2
What is 34 minus 42?,-8
What is 43 minus 47?,-4
What is 91 minus 11?,80
What is 43 minus 99?,-56
What is 79 minus 4?,75
What is 5 minus 34?,-29
What is 20 minus 19?,1
What is 74 minus 37?,37
What is 46 minus 50?,-4
What is 70 minus 16?,54
What is 37 minus 14?,23
What is 61 minus 93?,-32
What is 30 minus 6?,24
What is 39 minus 22?,17
What is 66 minus 93?,-27
What is 9 minus 38?,-29
What is 51 minus 42?,9
What is 38 minus 53?,-15
What is 13 minus 12?,1
What is 71 minus 61?,10
What is 60 minus 43?,17
What is 43 minus 15?,28
What is 61 minus 14?,47
What is 89 minus 63?,26
What is 54 minus 4?,50
What is 38 minus 42?,-4
What is 94 minus 87?,7
What is 19 minus 21?,-2
What is 80 minus 72?,8
What is 48 minus 81?,-33
What is 11 minus 8?,3
What is 10 minus 25?,-15
What is 95 minus 28?,67
What is 7 minus 49?,-42
What is 1 minus 12?,-11
What is 50 minus 71?,-21
What is 66 minus 37?,29
What is 57 minus 62?,-5
What is 74 minus 91?,-17
What is 86 minus 27?,59
What is 54 minus 10?,44
What is 47 minus 28?,19
What is 33 minus 74?,-41
What is 99 minus 21?,78
What is 55 minus 24?,31
What is 45 minus 14?,31
What is 8 minus 89?,-81
What is 3 minus 67?,-64
What is 57 minus 96?,-39
What is 86 minus 25?,61
What is 15 minus 63?,-48
What is 50 minus 32?,18
What is 26 minus 82?,-56
What is 5 minus 27?,-22
What is 79 minus 18?,61
What is 13 minus 25?,-12
What is 58 minus 48?,10
What is 46 minus 69?,-23
What is 19 minus 13?,6
What is 76 minus 62?,14
What is 18 minus 72?,-54
What is 51 minus 81?,-30
What is 87 minus 54?,33
What is 66 minus 63?,3
What is 86 minus 41?,45
What is 63 minus 63?,0
What is 81 minus 85?,-4
What is 25 minus 69?,-44
What is 78 minus 28?,50
What is 1 minus 43?,-42
What is 90 minus 95?,-5
What is 40 minus 41?,-1
What is 4 minus 67?,-63
What is 18 minus 32?,-14
What is 77 minus 19?,58
What is 48 minus 74?,-26
What is 37 minus 91?,-54
What is 90 minus 60?,30
What is 8 minus 10?,-2
What is 66 minus 5?,61
What is 8 minus 28?,-20
What is 16 minus 5?,11
What is 38 minus 1?,37
What is 97 minus 57?,40
What is 42 minus 20?,22
What is 19 minus 83?,-64
What is 58 minus 47?,11
What is 64 minus 48?,16
What is 67 minus 64?,3
What is 4 minus 73?,-69
What is 11 minus 86?,-75
What is 66 minus 97?,-31
What is 76 minus 9?,67
What is 95 minus 54?,41
What is 96 minus 26?,70
What is 37 minus 68?,-31
What is 76 minus 53?,23
What is 61 minus 49?,12
What is 77 minus 75?,2
What is 29 minus 2?,27
What is 84 minus 0?,84
What is 94 minus 23?,71
What is 38 minus 64?,-26
What is 72 minus 32?,40
What is 42 minus 8?,34
What is 63 minus 33?,30
What is 38 minus 98?,-60
What is 52 minus 49?,3
What is 49 minus 7?,42
What is 20 minus 82?,-62
What is 16 minus 30?,-14
What is 36 minus 93?,-57
What is 42 minus 7?,35
What is 4 minus 61?,-57
What is 53 minus 18?,35
What is 62 minus 77?,-15
What is 91 minus 10?,81
What is 86 minus 89?,-3
What is 19 minus 45?,-26
What is 52 minus 4?,48
What is 78 minus 59?,19
What is 49 minus 58?,-9
What is 6 minus 12?,-6
What is 60 minus 99?,-39
What is 19 minus 2?,17
What is 4 minus 76?,-72
What is 79 minus 16?,63
What is 80 minus 41?,39
What is 13 minus 89?,-76
What is 70 minus 83?,-13
What is 44 minus 24?,20
What is 49 minus 99?,-50
What is 99 minus 62?,37
What is 14 minus 7?,7
What is 78 minus 89?,-11
What is 59 minus 78?,-19
What is 80 minus 43?,37
What is 83 minus 15?,68
What is 87 minus 91?,-4
What is 79 minus 37?,42
What is 16 minus 49?,-33
What is 37 minus 95?,-58
What is 87 minus 15?,72
What is 66 minus 24?,42
What is 4 minus 50?,-46
What is 56 minus 47?,9
What is 96 minus 24?,72
What is 58 minus 45?,13
What is 80 minus 9?,71
What is 5 minus 5?,0
What is 62 minus 32?,30
What is 3 minus 66?,-63
What is 85 minus 72?,13
What is 73 minus 27?,46
What is 29 minus 11?,18
What is 99 minus 80?,19
What is 99 minus 64?,35
What is 89 minus 67?,22
What is 53 minus 64?,-11
What is 39 minus 14?,25
What is 18 minus 54?,-36
What is 72 minus 54?,18
What is 10 minus 13?,-3
What is 53 minus 8?,45
What is 12 minus 53?,-41
What is 99 minus 19?,80
What is 93 minus 3?,90
What is 57 minus 55?,2
What is 87 minus 53?,34
What is 3 minus 63?,-60
What is 41 minus 92?,-51
What is 32 minus 10?,22
What is 45 minus 9?,36
What is 15 minus 45?,-30
What is 88 minus 3?,85
What is 44 minus 44?,0
What is 22 minus 1?,21
What is 29 minus 46?,-17
What is 9 minus 76?,-67
What is 18 minus 26?,-8
What is 0 minus 26?,-26
What is 84 minus 86?,-2
What is 93 minus 15?,78
What is 95 minus 0?,95
What is 37 minus 47?,-10
What is 88 minus 3?,85
What is 77 minus 29?,48
What is 18 minus 23?,-5
What is 58 minus 14?,44
What is 61 minus 44?,17
What is 90 minus 33?,57
What is 16 minus 3?,13
What is 26 minus 46?,-20
What is 42 minus 60?,-18
What is 37 minus 37?,0
What is 70 minus 81?,-11
What is 41 minus 23?,18
What is 75 minus 10?,65
What is 13 minus 68?,-55
What is 74 minus 39?,35
What is 20 minus 48?,-28
What is 18 minus 16?,2
What is 28 minus 40?,-12
What is 65 minus 31?,34
What is 30 minus 96?,-66
What is 23 minus 37?,-14
What is 47 minus 53?,-6
What is 84 minus 5?,79
What is 16 minus 76?,-60
What is 2 minus 50?,-48
What is 9 minus 89?,-80
What is 9 minus 16?,-7
What is 53 minus 38?,15
What is 70 minus 53?,17
What is 94 minus 18?,76
What is 75 minus 54?,21
What is 38 minus 81?,-43
What is 45 minus 10?,35
What is 31 minus 56?,-25
What is 80 minus 47?,33
What is 81 minus 67?,14
What is 7 minus 48?,-41
What is 52 minus 1?,51
What is 53 minus 93?,-40
What is 41 minus 56?,-15
What is 26 minus 47?,-21
What is 37 minus 60?,-23
What is 11 minus 23?,-12
What is 13 minus 35?,-22
What is 14 minus 71?,-57
What is 77 minus 88?,-11
What is 19 minus 89?,-70
What is 57 minus 51?,6
What is 23 minus 98?,-75
What is 53 minus 55?,-2
What is 22 minus 31?,-9
What is 58 minus 43?,15
What is 66 minus 18?,48
What is 45 minus 59?,-14
What is 80 minus 81?,-1
What is 11 minus 61?,-50
What is 96 minus 26?,70
What is 37 minus 0?,37
What is 89 minus 57?,32
What is 79 minus 59?,20
What is 0 minus 27?,-27
What is 38 minus 14?,24
What is 98 minus 80?,18
What is 38 minus 69?,-31
What is 77 minus 19?,58
What is 54 minus 90?,-36
What is 96 minus 60?,36
What is 11 minus 86?,-75
What is 63 minus 97?,-34
What is 29 minus 69?,-40
What is 97 minus 51?,46
What is 35 minus 80?,-45
What is 2 minus 15?,-13
What is 34 minus 85?,-51
What is 5 minus 0?,5
What is 32 minus 50?,-18
What is 67 minus 74?,-7
What is 90 minus 50?,40
What is 56 minus 13?,43
What is 95 minus 32?,63
What is 45 minus 36?,9
What is 96 minus 86?,10
What is 25 minus 76?,-51
What is 10 minus 4?,6
What is 9 minus 33?,-24
What is 39 minus 68?,-29
What is 43 minus 15?,28
What is 67 minus 31?,36
What is 97 minus 20?,77
What is 8 minus 53?,-45
What is 37 minus 36?,1
What is 66 minus 17?,49
What is 73 minus 66?,7
What is 80 minus 26?,54
What is 68 minus 13?,55
What is 52 minus 81?,-29
What is 69 minus 51?,18
What is 94 minus 99?,-5
What is 35 minus 37?,-2
What is 56 minus 47?,9
What is 72 minus 80?,-8
What is 17 minus 20?,-3
What is 15 minus 89?,-74
What is 15 minus 48?,-33
What is 51 minus 75?,-24
What is 59 minus 17?,42
What is 71 minus 85?,-14
What is 38 minus 45?,-7
What is 80 minus 60?,20
What is 95 minus 53?,42
What is 27 minus 61?,-34
What is 62 minus 88?,-26
What is 64 minus 40?,24
What is 63 minus 83?,-20
What is 7 minus 56?,-49
What is 38 minus 18?,20
What is 95 minus 63?,32
What is 6 minus 79?,-73
What is 27 minus 3?,24
What is 45 minus 60?,-15
What is 50 minus 1?,49
What is 67 minus 8?,59
What is 87 minus 10?,77
What is 87 minus 94?,-7
What is 85 minus 50?,35
What is 0 minus 46?,-46
What is 5 minus 14?,-9
What is 79 minus 0?,79
What is 34 minus 81?,-47
What is 89 minus 37?,52
What is 93 minus 29?,64
What is 18 minus 96?,-78
What is 73 minus 36?,37
What is 24 minus 13?,11
What is 55 minus 58?,-3
What is 91 minus 42?,49
What is 49 minus 21?,28
What is 42 minus 53?,-11
What is 82 minus 87?,-5
What is 55 minus 18?,37
What is 57 minus 90?,-33
What is 18 minus 67?,-49
What is 40 minus 16?,24
What is 26 minus 23?,3
What is 56 minus 44?,12
What is 49 minus 54?,-5
What is 62 minus 49?,13
What is 93 minus 28?,65
What is 25 minus 56?,-31
What is 26 minus 75?,-49
What is 90 minus 6?,84
What is 49 minus 4?,45
What is 29 minus 81?,-52
What is 10 minus 23?,-13
What is 46 minus 7?,39
What is 95 minus 81?,14
What is 86 minus 22?,64
What is 29 minus 78?,-49
What is 38 minus 78?,-40
What is 11 minus 90?,-79
What is 65 minus 96?,-31
What is 36 minus 98?,-62
What is 45 minus 52?,-7
What is 58 minus 6?,52
What is 80 minus 89?,-9
What is 66 minus 85?,-19
What is 83 minus 70?,13
What is 94 minus 55?,39
What is 74 minus 58?,16
What is 62 minus 32?,30
What is 90 minus 60?,30
What is 27 minus 43?,-16
What is 34 minus 5?,29
What is 5 minus 6?,-1
What is 20 minus 44?,-24
What is 0 minus 37?,-37
What is 83 minus 0?,83
What is 17 minus 8?,9
What is 54 minus 87?,-33
What is 28 minus 77?,-49
What is 50 minus 71?,-21
What is 28 minus 58?,-30
What is 24 minus 43?,-19
What is 77 minus 13?,64
What is 77 minus 10?,67
What is 40 minus 41?,-1
What is 68 minus 58?,10
What is 41 minus 32?,9
What is 3 minus 66?,-63
What is 5 minus 24?,-19
What is 47 minus 10?,37
What is 26 minus 67?,-41
What is 44 minus 24?,20
What is 25 minus 32?,-7
What is 86 minus 93?,-7
What is 94 minus 38?,56
What is 39 minus 66?,-27
What is 49 minus 32?,17
What is 61 minus 44?,17
What is 91 minus 30?,61
What is 5 minus 39?,-34
What is 70 minus 9?,61
What is 1 minus 58?,-57
What is 63 minus 92?,-29
What is 56 minus 6?,50
What is 52 minus 63?,-11
What is 58 minus 56?,2
What is 15 minus 10?,5
What is 10 minus 30?,-20
What is 12 minus 97?,-85
What is 19 minus 52?,-33
What is 27 minus 56?,-29
What is 78 minus 9?,69
What is 54 minus 71?,-17
What is 96 minus 50?,46
What is 5 minus 23?,-18
What is 31 minus 62?,-31
What is 28 minus 16?,12
What is 35 minus 45?,-10
What is 40 minus 55?,-15
What is 13 minus 71?,-58
What is 36 minus 78?,-42
What is 69 minus 25?,44
What is 91 minus 37?,54
What is 99 minus 56?,43
What is 65 minus 77?,-12
What is 59 minus 68?,-9
What is 81 minus 33?,48
What is 34 minus 29?,5
What is 2 minus 15?,-13
What is 78 minus 91?,-13
What is 12 minus 22?,-10
What is 93 minus 53?,40
What is 31 minus 27?,4
What is 36 minus 94?,-58
What is 84 minus 0?,84
What is 94 minus 68?,26
What is 65 minus 54?,11
What is 6 minus 15?,-9
What is 49 minus 82?,-33
What is 34 minus 15?,19
What is 94 minus 72?,22
What is 45 minus 29?,16
What is 86 minus 91?,-5
What is 90 minus 69?,21
What is 84 minus 36?,48
What is 28 minus 94?,-66
What is 30 minus 8?,22
What is 66 minus 39?,27
What is 86 minus 41?,45
What is 29 minus 47?,-18
What is 80 minus 61?,19
What is 36 minus 74?,-38
What is 21 minus 17?,4
What is 1 minus 70?,-69
What is 64 minus 41?,23
What is 46 minus 74?,-28
What is 81 minus 3?,78
What is 16 minus 50?,-34
What is 19 minus 22?,-3
What is 65 minus 9?,56
What is 17 minus 97?,-80
What is 26 minus 99?,-73
What is 63 minus 72?,-9
What is 98 minus 89?,9
What is 27 minus 30?,-3
What is 93 minus 16?,77
What is 29 minus 97?,-68
What is 49 minus 45?,4
What is 77 minus 75?,2
What is 16 minus 80?,-64
What is 63 minus 13?,50
What is 78 minus 3?,75
What is 67 minus 76?,-9
What is 45 minus 62?,-17
What is 58 minus 39?,19
What is 1 minus 28?,-27
What is 71 minus 83?,-12
What is 20 minus 84?,-64
What is 63 minus 94?,-31
What is 61 minus 69?,-8
What is 40 minus 90?,-50
What is 10 minus 33?,-23
What is 17 minus 77?,-60
What is 51 minus 90?,-39
What is 24 minus 40?,-16
What is 37 minus 49?,-12
What is 7 minus 26?,-19
What is 4 minus 40?,-36
What is 92 minus 95?,-3
What is 31 minus 43?,-12
What is 56 minus 85?,-29
What is 92 minus 84?,8
What is 84 minus 28?,56
What is 33 minus 44?,-11
What is 85 minus 20?,65
What is 39 minus 2?,37
What is 45 minus 73?,-28
What is 69 minus 7?,62
What is 93 minus 80?,13
What is 19 minus 45?,-26
What is 2 minus 62?,-60
What is 80 minus 7?,73
What is 3 minus 30?,-27
What is 5 minus 1?,4
What is 28 minus 83?,-55
What is 41 minus 8?,33
What is 7 minus 44?,-37
What is 84 minus 54?,30
What is 17 minus 27?,-10
What is 57 minus 55?,2
What is 18 minus 45?,-27
What is 39 minus 22?,17
What is 83 minus 42?,41
What is 93 minus 95?,-2
What is 52 minus 48?,4
What is 1 minus 52?,-51
What is 33 minus 68?,-35
What is 68 minus 94?,-26
What is 87 minus 90?,-3
What is 59 minus 97?,-38
What is 5 minus 72?,-67
What is 15 minus 52?,-37
What is 49 minus 21?,28
What is 0 minus 64?,-64
What is 17 minus 79?,-62
What is 84 minus 65?,19
What is 93 minus 89?,4
What is 18 minus 10?,8
What is 42 minus 30?,12
What is 22 minus 31?,-9
What is 2 minus 21?,-19
What is 95 minus 87?,8
What is 71 minus 21?,50
What is 91 minus 10?,81
What is 54 minus 76?,-22
What is 13 minus 79?,-66
What is 80 minus 58?,22
What is 90 minus 19?,71
What is 78 minus 77?,1
What is 5 minus 32?,-27
What is 43 minus 94?,-51
What is 93 minus 48?,45
What is 3 minus 80?,-77
What is 4 minus 63?,-59
What is 11 minus 45?,-34
What is 37 minus 85?,-48
What is 19 minus 58?,-39
What is 30 minus 64?,-34
What is 45 minus 20?,25
What is 94 minus 96?,-2
What is 51 minus 43?,8
What is 34 minus 63?,-29
What is 50 minus 1?,49
What is 39 minus 67?,-28
What is 36 minus 70?,-34
What is 60 minus 4?,56
What is 98 minus 68?,30
What is 73 minus 70?,3
What is 33 minus 87?,-54
What is 4 minus 58?,-54
What is 50 minus 92?,-42
What is 15 minus 51?,-36
What is 44 minus 63?,-19
What is 6 minus 2?,4
What is 34 minus 94?,-60
What is 4 minus 32?,-28
What is 87 minus 87?,0
What is 74 minus 89?,-15
What is 99 minus 37?,62
What is 87 minus 97?,-10
What is 26 minus 97?,-71
What is 67 minus 66?,1
What is 43 minus 49?,-6
What is 32 minus 26?,6
What is 14 minus 72?,-58
What is 42 minus 31?,11
What is 75 minus 86?,-11
What is 92 minus 68?,24
What is 87 minus 45?,42
What is 20 minus 19?,1
What is 42 minus 95?,-53
What is 1 minus 74?,-73
What is 6 minus 72?,-66
What is 19 minus 44?,-25
What is 46 minus 37?,9
What is 80 minus 37?,43
What is 41 minus 63?,-22
What is 51 minus 76?,-25
What is 55 minus 21?,34
What is 0 minus 18?,-18
What is 72 minus 5?,67
What is 56 minus 16?,40
What is 43 minus 1?,42
What is 92 minus 61?,31
What is 85 minus 84?,1
What is 99 minus 32?,67
What is 95 minus 78?,17
What is 24 minus 8?,16
What is 70 minus 54?,16
What is 35 minus 22?,13
What is 67 minus 21?,46
What is 8 minus 84?,-76
What is 81 minus 20?,61
What is 74 minus 14?,60
What is 64 minus 80?,-16
What is 69 minus 77?,-8
What is 49 minus 96?,-47
What is 55 minus 34?,21
What is 39 minus 36?,3
What is 1 minus 54?,-53
What is 99 minus 91?,8
What is 35 minus 33?,2
What is 68 minus 67?,1
What is 70 minus 40?,30
What is 43 minus 24?,19
What is 90 minus 55?,35
What is 18 minus 0?,18
What is 96 minus 65?,31
What is 19 minus 84?,-65
What is 89 minus 72?,17
What is 49 minus 46?,3
What is 59 minus 4?,55
What is 71 minus 52?,19
What is 81 minus 78?,3
What is 97 minus 29?,68
What is 2 minus 46?,-44
What is 67 minus 20?,47
What is 87 minus 24?,63
What is 80 minus 45?,35
What is 80 minus 89?,-9
What is 63 minus 2?,61
What is 93 minus 94?,-1
What is 31 minus 73?,-42
What is 30 minus 35?,-5
What is 23 minus 97?,-74
What is 53 minus 9?,44
What is 73 minus 57?,16
What is 30 minus 95?,-65
What is 91 minus 57?,34
What is 65 minus 90?,-25
What is 12 minus 24?,-12
What is 21 minus 56?,-35
What is 8 minus 54?,-46
What is 81 minus 50?,31
What is 34 minus 32?,2
What is 55 minus 96?,-41
What is 99 minus 45?,54
What is 78 minus 41?,37
What is 11 minus 39?,-28
What is 3 minus 63?,-60
What is 1 minus 97?,-96
What is 32 minus 25?,7
What is 97 minus 50?,47
What is 49 minus 55?,-6
What is 99 minus 81?,18
What is 80 minus 86?,-6
What is 49 minus 89?,-40
What is 4 minus 74?,-70
What is 59 minus 45?,14
What is 72 minus 16?,56
What is 72 minus 90?,-18
What is 35 minus 41?,-6
What is 3 minus 50?,-47
What is 60 minus 66?,-6
What is 17 minus 5?,12
What is 10 minus 72?,-62
What is 44 minus 46?,-2
What is 0 minus 8?,-8
What is 24 minus 91?,-67
What is 14 minus 85?,-71
What is 69 minus 60?,9
What is 5 minus 40?,-35
What is 3 minus 40?,-37
What is 50 minus 16?,34
What is 97 minus 81?,16
What is 35 minus 52?,-17
What is 85 minus 18?,67
What is 76 minus 18?,58
What is 51 minus 39?,12
What is 65 minus 7?,58
What is 20 minus 16?,4
What is 17 minus 61?,-44
What is 90 minus 82?,8
What is 91 minus 97?,-6
What is 92 minus 5?,87
What is 93 minus 66?,27
What is 5 minus 71?,-66
What is 88 minus 95?,-7
What is 89 minus 80?,9
What is 49 minus 23?,26
What is 44 minus 74?,-30
What is 10 minus 10?,0
What is 71 minus 22?,49
What is 33 minus 25?,8
What is 33 minus 41?,-8
What is 89 minus 90?,-1
What is 32 minus 33?,-1
What is 66 minus 58?,8
What is 19 minus 96?,-77
What is 57 minus 70?,-13
What is 19 minus 4?,15
What is 80 minus 74?,6
What is 22 minus 82?,-60
What is 65 minus 4?,61
What is 96 minus 40?,56
What is 9 minus 24?,-15
What is 82 minus 58?,24
What is 78 minus 30?,48
What is 58 minus 66?,-8
What is 20 minus 90?,-70
What is 42 minus 83?,-41
What is 17 minus 60?,-43
What is 98 minus 71?,27
What is 7 minus 69?,-62
What is 10 minus 66?,-56
What is 43 minus 0?,43
What is 99 minus 10?,89
What is 13 minus 54?,-41
What is 77 minus 45?,32
What is 72 minus 57?,15
What is 42 minus 48?,-6
What is 65 minus 46?,19
What is 81 minus 15?,66
What is 17 minus 40?,-23
What is 2 minus 23?,-21
What is 93 minus 16?,77
What is 2 minus 43?,-41
What is 77 minus 24?,53
What is 5 minus 52?,-47
What is 82 minus 7?,75
What is 89 minus 39?,50
What is 49 minus 6?,43
What is 76 minus 98?,-22
What is 91 minus 21?,70
What is 45 minus 9?,36
What is 52 minus 6?,46
What is 56 minus 45?,11
What is 77 minus 79?,-2
What is 96 minus 32?,64
What is 86 minus 39?,47
What is 72 minus 58?,14
What is 52 minus 23?,29
What is 3 minus 58?,-55
What is 33 minus 24?,9
What is 49 minus 8?,41
What is 45 minus 12?,33
What is 15 minus 3?,12
What is 44 minus 2?,42
What is 22 minus 51?,-29
What is 78 minus 88?,-10
What is 83 minus 1?,82
What is 41 minus 58?,-17
What is 70 minus 95?,-25
What is 88 minus 63?,25
What is 60 minus 10?,50
What is 6 minus 68?,-62
What is 51 minus 33?,18
What is 3 minus 82?,-79
What is 66 minus 12?,54
What is 10 minus 42?,-32
What is 45 minus 12?,33
What is 60 minus 4?,56
What is 19 minus 66?,-47
What is 80 minus 36?,44
What is 4 minus 0?,4
What is 48 minus 43?,5
What is 20 minus 70?,-50
What is 89 minus 18?,71
What is 20 minus 22?,-2
What is 99 minus 20?,79
What is 81 minus 87?,-6
What is 31 minus 79?,-48
What is 42 minus 3?,39
What is 61 minus 80?,-19
What is 86 minus 50?,36
What is 5 minus 28?,-23
What is 30 minus 81?,-51
What is 36 minus 42?,-6
What is 21 minus 30?,-9
What is 45 minus 28?,17
What is 20 minus 53?,-33
What is 59 minus 46?,13
What is 72 minus 17?,55
What is 49 minus 72?,-23
What is 98 minus 1?,97
What is 20 minus 74?,-54
What is 0 minus 87?,-87
What is 49 minus 91?,-42
What is 22 minus 19?,3
What is 2 minus 3?,-1
What is 41 minus 65?,-24
What is 0 minus 4?,-4
What is 6 minus 99?,-93
What is 14 minus 73?,-59
What is 78 minus 18?,60
What is 99 minus 19?,80
What is 86 minus 48?,38
What is 3 minus 53?,-50
What is 55 minus 72?,-17
What is 87 minus 42?,45
What is 91 minus 31?,60
What is 17 minus 46?,-29
What is 65 minus 27?,38
What is 68 minus 51?,17
What is 9 minus 16?,-7
What is 52 minus 72?,-20
What is 84 minus 44?,40
What is 12 minus 55?,-43
What is 55 minus 31?,24
What is 60 minus 48?,12
What is 28 minus 50?,-22
What is 30 minus 82?,-52
What is 61 minus 50?,11
What is 74 minus 8?,66
What is 32 minus 35?,-3
What is 67 minus 47?,20
What is 69 minus 2?,67
What is 77 minus 78?,-1
What is 99 minus 60?,39
What is 30 minus 35?,-5
What is 5 minus 78?,-73
What is 41 minus 50?,-9
What is 80 minus 13?,67
What is 68 minus 6?,62
What is 18 minus 91?,-73
What is 50 minus 3?,47
What is 98 minus 53?,45
What is 93 minus 50?,43
What is 55 minus 13?,42
What is 91 minus 58?,33
What is 77 minus 59?,18
What is 20 minus 21?,-1
What is 43 minus 60?,-17
What is 52 minus 20?,32
What is 75 minus 36?,39
What is 97 minus 64?,33
What is 14 minus 47?,-33
What is 44 minus 18?,26
What is 80 minus 45?,35
What is 98 minus 60?,38
What is 80 minus 66?,14
What is 96 minus 6?,90
What is 25 minus 32?,-7
What is 22 minus 92?,-70
What is 74 minus 41?,33
What is 37 minus 48?,-11
What is 81 minus 5?,76
What is 37 minus 70?,-33
What is 55 minus 4?,51
What is 87 minus 52?,35
