question,answer
What is 9777 minus 7246?,2531
What is 2864 minus 216?,2648
What is 7727 minus 6715?,1012
What is 9324 minus 8332?,992
What is 5102 minus 5851?,-749
What is 6367 minus 4111?,2256
What is 2513 minus 9184?,-6671
What is 203 minus 7503?,-7300
What is 1295 minus 5503?,-4208
What is 748 minus 8918?,-8170
What is 4601 minus 2209?,2392
What is 3934 minus 7894?,-3960
What is 5770 minus 9996?,-4226
What is 4716 minus 5885?,-1169
What is 9671 minus 2168?,7503
What is 5083 minus 6357?,-1274
What is 6789 minus 1322?,5467
What is 24 minus 9741?,-9717
What is 3150 minus 5478?,-2328
What is 2622 minus 3922?,-1300
What is 3655 minus 7342?,-3687
What is 6203 minus 9308?,-3105
What is 6789 minus 516?,6273
What is 6590 minus 9297?,-2707
What is 6852 minus 766?,6086
What is 2714 minus 7296?,-4582
What is 1046 minus 4247?,-3201
What is 2583 minus 7313?,-4730
What is 8643 minus 7983?,660
What is 9198 minus 9895?,-697
What is 1 minus 637?,-636
What is 8103 minus 5340?,2763
What is 5112 minus 7649?,-2537
What is 816 minus 6801?,-5985
What is 3080 minus 8987?,-5907
What is 1367 minus 2138?,-771
What is 241 minus 6583?,-6342
What is 6840 minus 5180?,1660
What is 55 minus 3498?,-3443
What is 234 minus 38?,196
What is 8656 minus 1602?,7054
What is 3120 minus 1948?,1172
What is 9967 minus 3252?,6715
What is 4954 minus 4587?,367
What is 2985 minus 1641?,1344
What is 7792 minus 6499?,1293
What is 1332 minus 357?,975
What is 4500 minus 7421?,-2921
What is 1896 minus 4202?,-2306
What is 2185 minus 8533?,-6348
What is 5686 minus 1885?,3801
What is 2530 minus 4561?,-2031
What is 304 minus 693?,-389
What is 666 minus 3370?,-2704
What is 4254 minus 9148?,-4894
What is 5156 minus 6011?,-855
What is 9297 minus 688?,8609
What is 9954 minus 8101?,1853
What is 7514 minus 7134?,380
What is 6102 minus 8813?,-2711
What is 2921 minus 3405?,-484
What is 6153 minus 9619?,-3466
What is 4768 minus 145?,4623
What is 2268 minus 2474?,-206
What is 4446 minus 5462?,-1016
What is 5529 minus 6016?,-487
What is 1535 minus 5541?,-4006
What is 584 minus 675?,-91
What is 4417 minus 2684?,1733
What is 2448 minus 9559?,-7111
What is 4743 minus 5913?,-1170
What is 6468 minus 8986?,-2518
What is 2124 minus 4807?,-2683
What is 1882 minus 7832?,-5950
What is 3927 minus 790?,3137
What is 5044 minus 2942?,2102
What is 8569 minus 1161?,7408
What is 4958 minus 6605?,-1647
What is 5382 minus 4902?,480
What is 6794 minus 1780?,5014
What is 1628 minus 9188?,-7560
What is 7883 minus 7766?,117
What is 5522 minus 5630?,-108
What is 2036 minus 7849?,-5813
What is 1900 minus 8154?,-6254
What is 6988 minus 619?,6369
What is 4946 minus 5489?,-543
What is 2550 minus 2728?,-178
What is 9248 minus 6153?,3095
What is 1424 minus 1078?,346
What is 1387 minus 3244?,-1857
What is 3621 minus 1001?,2620
What is 6304 minus 128?,6176
What is 1606 minus 6452?,-4846
What is 9117 minus 8503?,614
What is 4748 minus 7348?,-2600
What is 8005 minus 9582?,-1577
What is 3559 minus 6931?,-3372
What is 1370 minus 6034?,-4664
What is 3606 minus 4274?,-668
What is 9588 minus 2729?,6859
What is 7065 minus 3144?,3921
What is 5873 minus 1884?,3989
What is 1046 minus 452?,594
What is 8614 minus 7399?,1215
What is 3304 minus 1948?,1356
What is 8144 minus 6520?,1624
What is 4202 minus 3395?,807
What is 689 minus 3537?,-2848
What is 2397 minus 1714?,683
What is 3243 minus 7510?,-4267
What is 6193 minus 5925?,268
What is 8952 minus 2479?,6473
What is 1716 minus 9768?,-8052
What is 7993 minus 2431?,5562
What is 9239 minus 6650?,2589
What is 6934 minus 8539?,-1605
What is 8116 minus 5283?,2833
What is 8166 minus 8169?,-3
What is 3309 minus 8893?,-5584
What is 9990 minus 3584?,6406
What is 159 minus 5574?,-5415
What is 5214 minus 5272?,-58
What is 581 minus 8603?,-8022
What is 2430 minus 4208?,-1778
What is 9872 minus 2554?,7318
What is 6209 minus 9551?,-3342
What is 4823 minus 7707?,-2884
What is 1087 minus 1386?,-299
What is 8462 minus 645?,7817
What is 1087 minus 3687?,-2600
What is 2138 minus 665?,1473
What is 4922 minus 250?,4672
What is 7349 minus 5416?,1933
What is 2632 minus 2438?,194
What is 7548 minus 6083?,1465
What is 8273 minus 6262?,2011
What is 8680 minus 8231?,449
What is 550 minus 9402?,-8852
What is 1485 minus 8486?,-7001
What is 9832 minus 1251?,8581
What is 6985 minus 3376?,3609
What is 4745 minus 8772?,-4027
What is 9807 minus 6845?,2962
What is 7900 minus 6366?,1534
What is 9952 minus 9607?,345
What is 3826 minus 335?,3491
What is 3 minus 2981?,-2978
What is 4955 minus 8304?,-3349
What is 9343 minus 4169?,5174
What is 5450 minus 1075?,4375
What is 8085 minus 4292?,3793
What is 4961 minus 6685?,-1724
What is 6294 minus 6286?,8
What is 1020 minus 2683?,-1663
What is 2086 minus 3914?,-1828
What is 4703 minus 5472?,-769
What is 909 minus 588?,321
What is 7886 minus 6846?,1040
What is 2308 minus 8058?,-5750
What is 9862 minus 1337?,8525
What is 2480 minus 5779?,-3299
What is 6736 minus 576?,6160
What is 7639 minus 6335?,1304
What is 7518 minus 770?,6748
What is 1662 minus 7715?,-6053
What is 2480 minus 331?,2149
What is 531 minus 9802?,-9271
What is 2174 minus 5306?,-3132
What is 1725 minus 8997?,-7272
What is 5679 minus 3194?,2485
What is 6281 minus 8033?,-1752
What is 1818 minus 985?,833
What is 9996 minus 7654?,2342
What is 5535 minus 2036?,3499
What is 4855 minus 2082?,2773
What is 6351 minus 4813?,1538
What is 1991 minus 8503?,-6512
What is 3098 minus 625?,2473
What is 6422 minus 7283?,-861
What is 6087 minus 3120?,2967
What is 7462 minus 5841?,1621
What is 1234 minus 731?,503
What is 655 minus 7965?,-7310
What is 4184 minus 436?,3748
What is 8520 minus 9326?,-806
What is 9368 minus 3538?,5830
What is 3762 minus 1531?,2231
What is 8231 minus 8580?,-349
What is 6883 minus 8308?,-1425
What is 5002 minus 1858?,3144
What is 2386 minus 6979?,-4593
What is 9273 minus 6914?,2359
What is 1376 minus 1716?,-340
What is 6809 minus 1030?,5779
What is 1625 minus 6802?,-5177
What is 2558 minus 503?,2055
What is 7319 minus 7062?,257
What is 6832 minus 493?,6339
What is 8136 minus 5316?,2820
What is 4138 minus 1286?,2852
What is 5775 minus 1152?,4623
What is 1988 minus 5886?,-3898
What is 481 minus 5659?,-5178
What is 5699 minus 2914?,2785
What is 163 minus 3776?,-3613
What is 5993 minus 1155?,4838
What is 9774 minus 2347?,7427
What is 3407 minus 52?,3355
What is 3355 minus 2018?,1337
What is 117 minus 4804?,-4687
What is 6047 minus 403?,5644
What is 9909 minus 3815?,6094
What is 2324 minus 3063?,-739
What is 7439 minus 1841?,5598
What is 7810 minus 5643?,2167
What is 4230 minus 2132?,2098
What is 457 minus 3409?,-2952
What is 5934 minus 5488?,446
What is 7755 minus 4794?,2961
What is 4855 minus 9063?,-4208
What is 5357 minus 3015?,2342
What is 9716 minus 1323?,8393
What is 1680 minus 8736?,-7056
What is 9516 minus 5042?,4474
What is 2562 minus 6170?,-3608
What is 2407 minus 2051?,356
What is 3650 minus 5175?,-1525
What is 8328 minus 3978?,4350
What is 3877 minus 3013?,864
What is 4768 minus 6102?,-1334
What is 6877 minus 757?,6120
What is 2166 minus 9850?,-7684
What is 336 minus 6452?,-6116
What is 1276 minus 1199?,77
What is 2163 minus 6885?,-4722
What is 4905 minus 9023?,-4118
What is 6828 minus 2331?,4497
What is 9684 minus 6917?,2767
What is 4882 minus 5809?,-927
What is 1385 minus 4064?,-2679
What is 7287 minus 6049?,1238
What is 8670 minus 947?,7723
What is 6167 minus 6694?,-527
What is 138 minus 6835?,-6697
What is 5253 minus 7230?,-1977
What is 3342 minus 6088?,-2746
What is 4805 minus 7715?,-2910
What is 1491 minus 3038?,-1547
What is 1779 minus 4537?,-2758
What is 1837 minus 9145?,-7308
What is 9921 minus 2521?,7400
What is 7309 minus 6533?,776
What is 3037 minus 6909?,-3872
What is 7073 minus 2862?,4211
What is 4062 minus 7429?,-3367
What is 5576 minus 8574?,-2998
What is 2335 minus 5822?,-3487
What is 7576 minus 1417?,6159
What is 7918 minus 3336?,4582
What is 4828 minus 30?,4798
What is 7357 minus 7569?,-212
What is 127 minus 3583?,-3456
What is 4891 minus 1875?,3016
What is 4934 minus 8932?,-3998
What is 9980 minus 2559?,7421
What is 6950 minus 7723?,-773
What is 1516 minus 8153?,-6637
What is 3807 minus 8908?,-5101
What is 6640 minus 4588?,2052
What is 354 minus 1979?,-1625
What is 4424 minus 664?,3760
What is 4 minus 4203?,-4199
What is 6527 minus 8619?,-2092
What is 9529 minus 6491?,3038
What is 7284 minus 1671?,5613
What is 4138 minus 5797?,-1659
What is 4643 minus 3211?,1432
What is 9755 minus 1396?,8359
What is 580 minus 1154?,-574
What is 4300 minus 5007?,-707
What is 8743 minus 5568?,3175
What is 1936 minus 8686?,-6750
What is 4080 minus 2679?,1401
What is 1115 minus 6796?,-5681
What is 4746 minus 4632?,114
What is 8516 minus 2202?,6314
What is 9404 minus 8569?,835
What is 3445 minus 8706?,-5261
What is 1725 minus 6730?,-5005
What is 8905 minus 6609?,2296
What is 4564 minus 4788?,-224
What is 7247 minus 6091?,1156
What is 9309 minus 2257?,7052
What is 2573 minus 2020?,553
What is 1974 minus 6249?,-4275
What is 6573 minus 9683?,-3110
What is 7666 minus 2286?,5380
What is 9168 minus 4898?,4270
What is 5800 minus 7744?,-1944
What is 6801 minus 3571?,3230
What is 7810 minus 8009?,-199
What is 8217 minus 5214?,3003
What is 8072 minus 986?,7086
What is 7274 minus 4918?,2356
What is 2339 minus 8118?,-5779
What is 858 minus 3534?,-2676
What is 418 minus 5822?,-5404
What is 7725 minus 6405?,1320
What is 165 minus 8631?,-8466
What is 1088 minus 1333?,-245
What is 6473 minus 105?,6368
What is 5919 minus 674?,5245
What is 1903 minus 61?,1842
What is 4429 minus 4792?,-363
What is 3714 minus 2304?,1410
What is 9385 minus 4717?,4668
What is 3132 minus 1727?,1405
What is 7110 minus 7551?,-441
What is 5409 minus 6293?,-884
What is 2756 minus 5418?,-2662
What is 6909 minus 7131?,-222
What is 2425 minus 7328?,-4903
What is 2416 minus 8587?,-6171
What is 5178 minus 2117?,3061
What is 3422 minus 3060?,362
What is 7276 minus 5720?,1556
What is 6371 minus 7000?,-629
What is 8060 minus 6382?,1678
What is 3607 minus 3214?,393
What is 7197 minus 3346?,3851
What is 9609 minus 815?,8794
What is 6362 minus 545?,5817
What is 3834 minus 1387?,2447
What is 3059 minus 5957?,-2898
What is 933 minus 2840?,-1907
What is 3818 minus 4874?,-1056
What is 1419 minus 8390?,-6971
What is 4660 minus 5784?,-1124
What is 6740 minus 7508?,-768
What is 883 minus 8456?,-7573
What is 8965 minus 7055?,1910
What is 9518 minus 7448?,2070
What is 8031 minus 4173?,3858
What is 7793 minus 3529?,4264
What is 5524 minus 4356?,1168
What is 691 minus 717?,-26
What is 861 minus 2668?,-1807
What is 5731 minus 63?,5668
What is 4748 minus 116?,4632
What is 2300 minus 1043?,1257
What is 7008 minus 3639?,3369
What is 9971 minus 6496?,3475
What is 9138 minus 3620?,5518
What is 7433 minus 3159?,4274
What is 5562 minus 9966?,-4404
What is 1676 minus 9934?,-8258
What is 1402 minus 5226?,-3824
What is 5290 minus 8780?,-3490
What is 7466 minus 5327?,2139
What is 4186 minus 472?,3714
What is 8552 minus 726?,7826
What is 3115 minus 6040?,-2925
What is 1312 minus 3433?,-2121
What is 8593 minus 5664?,2929
What is 3076 minus 3303?,-227
What is 4116 minus 4936?,-820
What is 5115 minus 8468?,-3353
What is 6302 minus 4172?,2130
What is 7898 minus 5635?,2263
What is 3931 minus 729?,3202
What is 5010 minus 9043?,-4033
What is 1185 minus 150?,1035
What is 7551 minus 8115?,-564
What is 7179 minus 777?,6402
What is 6752 minus 8086?,-1334
What is 7545 minus 7210?,335
What is 1935 minus 1402?,533
What is 1334 minus 3950?,-2616
What is 1617 minus 2519?,-902
What is 6783 minus 3497?,3286
What is 7219 minus 1263?,5956
What is 6994 minus 9158?,-2164
What is 6463 minus 644?,5819
What is 2955 minus 4091?,-1136
What is 8028 minus 3605?,4423
What is 2098 minus 4571?,-2473
What is 5768 minus 5236?,532
What is 7124 minus 1757?,5367
What is 9126 minus 4677?,4449
What is 9995 minus 8864?,1131
What is 3296 minus 4860?,-1564
What is 7238 minus 8421?,-1183
What is 9906 minus 7570?,2336
What is 8784 minus 4276?,4508
What is 4465 minus 3797?,668
What is 271 minus 1945?,-1674
What is 1620 minus 2827?,-1207
What is 6793 minus 4075?,2718
What is 3572 minus 4662?,-1090
What is 105 minus 8774?,-8669
What is 8442 minus 7016?,1426
What is 815 minus 1995?,-1180
What is 6302 minus 4464?,1838
What is 1937 minus 9251?,-7314
What is 5880 minus 3761?,2119
What is 8956 minus 4623?,4333
What is 3630 minus 3934?,-304
What is 1061 minus 8489?,-7428
What is 5038 minus 5362?,-324
What is 3827 minus 6114?,-2287
What is 7868 minus 4699?,3169
What is 9536 minus 2807?,6729
What is 2249 minus 253?,1996
What is 9062 minus 8271?,791
What is 5372 minus 6012?,-640
What is 9591 minus 414?,9177
What is 2127 minus 6481?,-4354
What is 2543 minus 2896?,-353
What is 8363 minus 1252?,7111
What is 2221 minus 3383?,-1162
What is 8138 minus 9330?,-1192
What is 3497 minus 3855?,-358
What is 2164 minus 3828?,-1664
What is 6301 minus 5791?,510
What is 9969 minus 9683?,286
What is 2171 minus 8166?,-5995
What is 1769 minus 426?,1343
What is 8625 minus 9766?,-1141
What is 5875 minus 8015?,-2140
What is 7464 minus 5057?,2407
What is 207 minus 3605?,-3398
What is 9101 minus 2671?,6430
What is 8105 minus 7879?,226
What is 8946 minus 5143?,3803
What is 1290 minus 4246?,-2956
What is 2251 minus 9900?,-7649
What is 6583 minus 3130?,3453
What is 5184 minus 4779?,405
What is 6292 minus 969?,5323
What is 3418 minus 627?,2791
What is 5163 minus 4089?,1074
What is 5622 minus 7228?,-1606
What is 3701 minus 4261?,-560
What is 5638 minus 2659?,2979
What is 4995 minus 278?,4717
What is 5838 minus 9397?,-3559
What is 8839 minus 953?,7886
What is 2477 minus 5790?,-3313
What is 360 minus 8046?,-7686
What is 1004 minus 402?,602
What is 3956 minus 736?,3220
What is 203 minus 3699?,-3496
What is 5352 minus 1090?,4262
What is 1022 minus 5651?,-4629
What is 6924 minus 2225?,4699
What is 3547 minus 7355?,-3808
What is 7130 minus 2327?,4803
What is 5866 minus 5111?,755
What is 2898 minus 5387?,-2489
What is 6695 minus 6269?,426
What is 157 minus 6705?,-6548
What is 4321 minus 8744?,-4423
What is 8705 minus 7580?,1125
What is 687 minus 9252?,-8565
What is 2008 minus 6699?,-4691
What is 6394 minus 2806?,3588
What is 50 minus 8201?,-8151
What is 2264 minus 8420?,-6156
What is 2427 minus 1304?,1123
What is 5407 minus 3889?,1518
What is 2888 minus 4043?,-1155
What is 360 minus 2766?,-2406
What is 9198 minus 2757?,6441
What is 1285 minus 6998?,-5713
What is 9795 minus 1698?,8097
What is 7495 minus 2458?,5037
What is 9862 minus 656?,9206
What is 4136 minus 5574?,-1438
What is 6168 minus 446?,5722
What is 595 minus 8132?,-7537
What is 1468 minus 5871?,-4403
What is 4796 minus 2470?,2326
What is 7505 minus 3869?,3636
What is 8313 minus 5829?,2484
What is 2658 minus 6630?,-3972
What is 5531 minus 4421?,1110
What is 8066 minus 6432?,1634
What is 242 minus 5091?,-4849
What is 8689 minus 4722?,3967
What is 9018 minus 7682?,1336
What is 572 minus 8712?,-8140
What is 9347 minus 9045?,302
What is 4299 minus 627?,3672
What is 7469 minus 6472?,997
What is 1966 minus 6615?,-4649
What is 5678 minus 8126?,-2448
What is 838 minus 338?,500
What is 4473 minus 561?,3912
What is 4160 minus 9535?,-5375
What is 4747 minus 3393?,1354
What is 8671 minus 8458?,213
What is 5575 minus 6325?,-750
What is 4106 minus 3423?,683
What is 1900 minus 9273?,-7373
What is 5397 minus 3975?,1422
What is 9603 minus 8729?,874
What is 5789 minus 2663?,3126
What is 2507 minus 5417?,-2910
What is 148 minus 9583?,-9435
What is 839 minus 9254?,-8415
What is 2558 minus 5645?,-3087
What is 5950 minus 4770?,1180
What is 4807 minus 5292?,-485
What is 8107 minus 6613?,1494
What is 9841 minus 7061?,2780
What is 2785 minus 16?,2769
What is 2306 minus 9315?,-7009
What is 714 minus 7239?,-6525
What is 2061 minus 5592?,-3531
What is 152 minus 7871?,-7719
What is 4220 minus 3074?,1146
What is 1150 minus 8992?,-7842
What is 6944 minus 4566?,2378
What is 2848 minus 8675?,-5827
What is 2782 minus 1036?,1746
What is 2578 minus 9497?,-6919
What is 1803 minus 8256?,-6453
What is 8903 minus 9913?,-1010
What is 6302 minus 7121?,-819
What is 4354 minus 5101?,-747
What is 4668 minus 223?,4445
What is 7023 minus 4594?,2429
What is 4230 minus 8812?,-4582
What is 8638 minus 9085?,-447
What is 5208 minus 5607?,-399
What is 3112 minus 7072?,-3960
What is 2321 minus 97?,2224
What is 8377 minus 2544?,5833
What is 9228 minus 6293?,2935
What is 5913 minus 7604?,-1691
What is 595 minus 9201?,-8606
What is 6744 minus 3740?,3004
What is 257 minus 5934?,-5677
What is 8668 minus 2597?,6071
What is 3186 minus 5807?,-2621
What is 8142 minus 313?,7829
What is 4082 minus 9364?,-5282
What is 3966 minus 4496?,-530
What is 3033 minus 6880?,-3847
What is 1276 minus 9390?,-8114
What is 7342 minus 3878?,3464
What is 7367 minus 8337?,-970
What is 1645 minus 3084?,-1439
What is 2694 minus 7217?,-4523
What is 1068 minus 6991?,-5923
What is 6467 minus 4454?,2013
What is 4140 minus 7163?,-3023
What is 5835 minus 9989?,-4154
What is 5370 minus 1484?,3886
What is 5030 minus 493?,4537
What is 8069 minus 179?,7890
What is 4105 minus 3322?,783
What is 6519 minus 6334?,185
What is 7137 minus 6377?,760
What is 629 minus 9546?,-8917
What is 7623 minus 5809?,1814
What is 9319 minus 2077?,7242
What is 9247 minus 4560?,4687
What is 5375 minus 398?,4977
What is 6522 minus 7761?,-1239
What is 8547 minus 2217?,6330
What is 681 minus 1335?,-654
What is 9272 minus 5692?,3580
What is 5914 minus 73?,5841
What is 1136 minus 3125?,-1989
What is 1815 minus 8857?,-7042
What is 7718 minus 706?,7012
What is 5153 minus 415?,4738
What is 5157 minus 6433?,-1276
What is 2052 minus 4506?,-2454
What is 6658 minus 2328?,4330
What is 9759 minus 2416?,7343
What is 6622 minus 5015?,1607
What is 8380 minus 980?,7400
What is 2669 minus 2054?,615
What is 2194 minus 7878?,-5684
What is 765 minus 8513?,-7748
What is 712 minus 9092?,-8380
What is 6344 minus 2952?,3392
What is 5647 minus 9599?,-3952
What is 1356 minus 1322?,34
What is 9171 minus 2857?,6314
What is 4351 minus 3303?,1048
What is 4275 minus 5372?,-1097
What is 4159 minus 4247?,-88
What is 8477 minus 7478?,999
What is 2542 minus 7353?,-4811
What is 9055 minus 2503?,6552
What is 632 minus 9592?,-8960
What is 2899 minus 8392?,-5493
What is 553 minus 5178?,-4625
What is 1173 minus 3160?,-1987
What is 7480 minus 3911?,3569
What is 7514 minus 8556?,-1042
What is 2611 minus 5466?,-2855
What is 2209 minus 7806?,-5597
What is 9108 minus 936?,8172
What is 8903 minus 1350?,7553
What is 8481 minus 5625?,2856
What is 40 minus 1310?,-1270
What is 1703 minus 7007?,-5304
What is 9953 minus 5772?,4181
What is 9343 minus 7398?,1945
What is 5501 minus 6194?,-693
What is 8395 minus 5931?,2464
What is 1947 minus 2230?,-283
What is 5191 minus 372?,4819
What is 2991 minus 2049?,942
What is 314 minus 5535?,-5221
What is 9952 minus 3167?,6785
What is 723 minus 6780?,-6057
What is 1016 minus 5099?,-4083
What is 6381 minus 855?,5526
What is 9837 minus 2755?,7082
What is 5863 minus 1268?,4595
What is 6688 minus 884?,5804
What is 7220 minus 5815?,1405
What is 9898 minus 4191?,5707
What is 5074 minus 9219?,-4145
What is 7432 minus 6753?,679
What is 2960 minus 502?,2458
What is 7433 minus 4327?,3106
What is 3121 minus 6351?,-3230
What is 1050 minus 5859?,-4809
What is 1577 minus 2021?,-444
What is 429 minus 5747?,-5318
What is 349 minus 2901?,-2552
What is 6615 minus 223?,6392
What is 5288 minus 7478?,-2190
What is 9077 minus 8126?,951
What is 7807 minus 1318?,6489
What is 847 minus 8775?,-7928
What is 6585 minus 4296?,2289
What is 455 minus 8451?,-7996
What is 1568 minus 1312?,256
What is 5465 minus 5874?,-409
What is 1613 minus 7723?,-6110
What is 541 minus 2527?,-1986
What is 8463 minus 4703?,3760
What is 602 minus 11?,591
What is 6171 minus 5532?,639
What is 2570 minus 8983?,-6413
What is 2406 minus 2630?,-224
What is 2860 minus 2604?,256
What is 3974 minus 5378?,-1404
What is 390 minus 7912?,-7522
What is 6522 minus 723?,5799
What is 3709 minus 3936?,-227
What is 4613 minus 5383?,-770
What is 2785 minus 3902?,-1117
What is 5768 minus 3703?,2065
What is 2680 minus 6893?,-4213
What is 7584 minus 5952?,1632
What is 9263 minus 2260?,7003
What is 6332 minus 9255?,-2923
What is 220 minus 2656?,-2436
What is 9562 minus 92?,9470
What is 6388 minus 2817?,3571
What is 2439 minus 319?,2120
What is 412 minus 5297?,-4885
What is 8357 minus 60?,8297
What is 625 minus 773?,-148
What is 1833 minus 9388?,-7555
What is 2419 minus 2509?,-90
What is 6223 minus 433?,5790
What is 6860 minus 7147?,-287
What is 9306 minus 5454?,3852
What is 4062 minus 2258?,1804
What is 5964 minus 8359?,-2395
What is 3549 minus 8738?,-5189
What is 6559 minus 1196?,5363
What is 2126 minus 6680?,-4554
What is 9275 minus 5744?,3531
What is 1581 minus 7070?,-5489
What is 7144 minus 4024?,3120
What is 7719 minus 6254?,1465
What is 3686 minus 6469?,-2783
What is 3933 minus 7883?,-3950
What is 6505 minus 9525?,-3020
What is 1130 minus 4134?,-3004
What is 4519 minus 8627?,-4108
What is 6091 minus 8885?,-2794
What is 355 minus 9896?,-9541
What is 7775 minus 3883?,3892
What is 4526 minus 660?,3866
What is 5268 minus 6402?,-1134
What is 1747 minus 8756?,-7009
What is 798 minus 2362?,-1564
What is 6429 minus 439?,5990
What is 6898 minus 6440?,458
What is 7093 minus 1717?,5376
What is 7547 minus 9898?,-2351
What is 7569 minus 2644?,4925
What is 2778 minus 5578?,-2800
What is 7771 minus 6735?,1036
What is 2605 minus 9669?,-7064
What is 4648 minus 8250?,-3602
What is 1843 minus 6033?,-4190
What is 5659 minus 2337?,3322
What is 5859 minus 7744?,-1885
What is 8498 minus 883?,7615
What is 3206 minus 4221?,-1015
What is 2898 minus 9563?,-6665
What is 5319 minus 4850?,469
What is 6227 minus 679?,5548
What is 4769 minus 9034?,-4265
What is 7064 minus 571?,6493
What is 6726 minus 4408?,2318
What is 6146 minus 3410?,2736
What is 5683 minus 2198?,3485
What is 2165 minus 1807?,358
What is 5848 minus 2715?,3133
What is 511 minus 7054?,-6543
What is 9448 minus 6527?,2921
What is 7594 minus 1247?,6347
What is 1275 minus 6970?,-5695
What is 8927 minus 9075?,-148
What is 2265 minus 2772?,-507
What is 2506 minus 3399?,-893
What is 2694 minus 3739?,-1045
What is 486 minus 8606?,-8120
What is 2220 minus 8078?,-5858
What is 5848 minus 4719?,1129
What is 5491 minus 1941?,3550
What is 6698 minus 4288?,2410
What is 2593 minus 5611?,-3018
What is 8217 minus 5436?,2781
What is 8734 minus 2368?,6366
What is 6162 minus 9100?,-2938
What is 5001 minus 3842?,1159
What is 6202 minus 5677?,525
What is 6394 minus 7721?,-1327
What is 8381 minus 5016?,3365
What is 6719 minus 6656?,63
What is 1600 minus 2523?,-923
What is 2419 minus 80?,2339
What is 9559 minus 9756?,-197
What is 8472 minus 1750?,6722
What is 3357 minus 9761?,-6404
What is 9881 minus 8412?,1469
What is 1821 minus 4369?,-2548
What is 2762 minus 6158?,-3396
What is 1398 minus 590?,808
What is 171 minus 1890?,-1719
What is 5933 minus 7875?,-1942
What is 5215 minus 1771?,3444
What is 7415 minus 6047?,1368
What is 9572 minus 4159?,5413
What is 7971 minus 3747?,4224
What is 2605 minus 9201?,-6596
What is 9037 minus 1276?,7761
What is 8322 minus 2752?,5570
What is 422 minus 2733?,-2311
What is 8472 minus 6699?,1773
What is 9965 minus 3409?,6556
What is 7179 minus 6635?,544
What is 4327 minus 346?,3981
What is 9624 minus 2199?,7425
What is 6360 minus 2807?,3553
What is 7224 minus 9256?,-2032
What is 879 minus 6144?,-5265
What is 1422 minus 9637?,-8215
What is 6638 minus 5480?,1158
What is 3819 minus 8303?,-4484
What is 7463 minus 640?,6823
What is 7863 minus 1667?,6196
