source,model,tag,helper_tag,n_shots,accuracy,n_correct,total
results/arithmetics/answer_to_prompt_across_tags/davinci_2D+_1_100_5D+_prompt_answer.jsonl,davinci,2D+,5D+,1,0.92,92,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D+_1_100_5D-_prompt_answer.jsonl,davinci,2D+,5D-,1,0.97,97,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_1DC_prompt_answer.jsonl,davinci,2D-,1DC,1,0.43,43,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_2D+_prompt_answer.jsonl,davinci,2D-,2D+,1,0.49,49,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_2Dx_prompt_answer.jsonl,davinci,2D-,2Dx,1,0.48,48,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_3D+_prompt_answer.jsonl,davinci,2D-,3D+,1,0.47,47,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_3D-_prompt_answer.jsonl,davinci,2D-,3D-,1,0.5,50,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_4D+_prompt_answer.jsonl,davinci,2D-,4D+,1,0.48,48,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_4D-_prompt_answer.jsonl,davinci,2D-,4D-,1,0.49,49,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_5D+_prompt_answer.jsonl,davinci,2D-,5D+,1,0.49,49,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2D-_1_100_5D-_prompt_answer.jsonl,davinci,2D-,5D-,1,0.47,47,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_1DC_prompt_answer.jsonl,davinci,2Dx,1DC,1,0.32,32,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_2D+_prompt_answer.jsonl,davinci,2Dx,2D+,1,0.32,32,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_2D-_prompt_answer.jsonl,davinci,2Dx,2D-,1,0.31,31,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_3D+_prompt_answer.jsonl,davinci,2Dx,3D+,1,0.45,45,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_3D-_prompt_answer.jsonl,davinci,2Dx,3D-,1,0.33,33,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_4D+_prompt_answer.jsonl,davinci,2Dx,4D+,1,0.44,44,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_4D-_prompt_answer.jsonl,davinci,2Dx,4D-,1,0.47,47,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_5D+_prompt_answer.jsonl,davinci,2Dx,5D+,1,0.42,42,100
results/arithmetics/answer_to_prompt_across_tags/davinci_2Dx_1_100_5D-_prompt_answer.jsonl,davinci,2Dx,5D-,1,0.45,45,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_1DC_prompt_answer.jsonl,davinci,3D+,1DC,1,0.71,71,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_2D+_prompt_answer.jsonl,davinci,3D+,2D+,1,0.74,74,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_2D-_prompt_answer.jsonl,davinci,3D+,2D-,1,0.7,70,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_2Dx_prompt_answer.jsonl,davinci,3D+,2Dx,1,0.75,75,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_3D-_prompt_answer.jsonl,davinci,3D+,3D-,1,0.65,65,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_4D+_prompt_answer.jsonl,davinci,3D+,4D+,1,0.73,73,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_4D-_prompt_answer.jsonl,davinci,3D+,4D-,1,0.78,78,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_5D+_prompt_answer.jsonl,davinci,3D+,5D+,1,0.67,67,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D+_1_100_5D-_prompt_answer.jsonl,davinci,3D+,5D-,1,0.79,79,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_1DC_prompt_answer.jsonl,davinci,3D-,1DC,1,0.39,39,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_2D+_prompt_answer.jsonl,davinci,3D-,2D+,1,0.43,43,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_2D-_prompt_answer.jsonl,davinci,3D-,2D-,1,0.38,38,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_2Dx_prompt_answer.jsonl,davinci,3D-,2Dx,1,0.4,40,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_3D+_prompt_answer.jsonl,davinci,3D-,3D+,1,0.43,43,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_4D+_prompt_answer.jsonl,davinci,3D-,4D+,1,0.42,42,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_4D-_prompt_answer.jsonl,davinci,3D-,4D-,1,0.4,40,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_5D+_prompt_answer.jsonl,davinci,3D-,5D+,1,0.42,42,100
results/arithmetics/answer_to_prompt_across_tags/davinci_3D-_1_100_5D-_prompt_answer.jsonl,davinci,3D-,5D-,1,0.41,41,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_1DC_prompt_answer.jsonl,davinci,4D+,1DC,1,0.31,31,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_2D+_prompt_answer.jsonl,davinci,4D+,2D+,1,0.3,30,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_2D-_prompt_answer.jsonl,davinci,4D+,2D-,1,0.26,26,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_2Dx_prompt_answer.jsonl,davinci,4D+,2Dx,1,0.28,28,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_3D+_prompt_answer.jsonl,davinci,4D+,3D+,1,0.32,32,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_3D-_prompt_answer.jsonl,davinci,4D+,3D-,1,0.28,28,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_4D-_prompt_answer.jsonl,davinci,4D+,4D-,1,0.35,35,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_5D+_prompt_answer.jsonl,davinci,4D+,5D+,1,0.29,29,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D+_1_100_5D-_prompt_answer.jsonl,davinci,4D+,5D-,1,0.3,30,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_1DC_prompt_answer.jsonl,davinci,4D-,1DC,1,0.2,20,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_2D+_prompt_answer.jsonl,davinci,4D-,2D+,1,0.19,19,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_2D-_prompt_answer.jsonl,davinci,4D-,2D-,1,0.16,16,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_2Dx_prompt_answer.jsonl,davinci,4D-,2Dx,1,0.16,16,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_3D+_prompt_answer.jsonl,davinci,4D-,3D+,1,0.17,17,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_3D-_prompt_answer.jsonl,davinci,4D-,3D-,1,0.12,12,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_4D+_prompt_answer.jsonl,davinci,4D-,4D+,1,0.18,18,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_5D+_prompt_answer.jsonl,davinci,4D-,5D+,1,0.16,16,100
results/arithmetics/answer_to_prompt_across_tags/davinci_4D-_1_100_5D-_prompt_answer.jsonl,davinci,4D-,5D-,1,0.14,14,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_1DC_prompt_answer.jsonl,davinci,5D+,1DC,1,0.11,11,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_2D+_prompt_answer.jsonl,davinci,5D+,2D+,1,0.11,11,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_2D-_prompt_answer.jsonl,davinci,5D+,2D-,1,0.1,10,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_2Dx_prompt_answer.jsonl,davinci,5D+,2Dx,1,0.07,7,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_3D+_prompt_answer.jsonl,davinci,5D+,3D+,1,0.1,10,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_3D-_prompt_answer.jsonl,davinci,5D+,3D-,1,0.13,13,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_4D+_prompt_answer.jsonl,davinci,5D+,4D+,1,0.11,11,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_4D-_prompt_answer.jsonl,davinci,5D+,4D-,1,0.14,14,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D+_1_100_5D-_prompt_answer.jsonl,davinci,5D+,5D-,1,0.12,12,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_1DC_prompt_answer.jsonl,davinci,5D-,1DC,1,0.07,7,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_2D+_prompt_answer.jsonl,davinci,5D-,2D+,1,0.07,7,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_2D-_prompt_answer.jsonl,davinci,5D-,2D-,1,0.08,8,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_2Dx_prompt_answer.jsonl,davinci,5D-,2Dx,1,0.05,5,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_3D+_prompt_answer.jsonl,davinci,5D-,3D+,1,0.05,5,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_3D-_prompt_answer.jsonl,davinci,5D-,3D-,1,0.09,9,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_4D+_prompt_answer.jsonl,davinci,5D-,4D+,1,0.08,8,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_4D-_prompt_answer.jsonl,davinci,5D-,4D-,1,0.06,6,100
results/arithmetics/answer_to_prompt_across_tags/davinci_5D-_1_100_5D+_prompt_answer.jsonl,davinci,5D-,5D+,1,0.06,6,100
